id,name,country_id,is_active
1565,Kerala,101,1
1566,Lakshadweep,101,1
1567,Madhya Pradesh,101,1
1568,Maharashtra,101,1
1569,Manipur,101,1
1570,Meghalaya,101,1
1571,Mizoram,101,1
1572,Nagaland,101,1
1573,Narora,101,1
1574,Natwar,101,1
1575,Odisha,101,1
1577,Pondicherry,101,1
1578,Punjab,101,1
1579,Rajasthan,101,1
1580,Sikkim,101,1
1581,Tamil Nadu,101,1
1582,Telangana,101,1
1583,Tripura,101,1
1584,Uttar Pradesh,101,1
1585,Uttarakhand,101,1
1586,Vaishali,101,1
1587,West Bengal,101,1
1588,Aceh,102,1
1589,Bali,102,1
1590,Bangka-Belitung,102,1
1591,Banten,102,1
1592,Bengkulu,102,1
1593,Gandaria,102,1
1594,Gorontalo,102,1
1595,Jakarta,102,1
1596,Jambi,102,1
1597,Jawa Barat,102,1
1598,Jawa Tengah,102,1
1599,Jawa Timur,102,1
1600,Kalimantan Barat,102,1
1601,Kalimantan Selatan,102,1
1602,Kalimantan Tengah,102,1
1603,Kalimantan Timur,102,1
1604,Kendal,102,1
1605,Lampung,102,1
1606,Maluku,102,1
1607,Maluku Utara,102,1
1608,Nusa Tenggara Barat,102,1
1609,Nusa Tenggara Timur,102,1
1610,Papua,102,1
1611,Riau,102,1
1612,Riau Kepulauan,102,1
1613,Solo,102,1
1614,Sulawesi Selatan,102,1
1615,Sulawesi Tengah,102,1
1616,Sulawesi Tenggara,102,1
1617,Sulawesi Utara,102,1
1618,Sumatera Barat,102,1
1619,Sumatera Selatan,102,1
1620,Sumatera Utara,102,1
1621,Yogyakarta,102,1
1622,Ardabil,103,1
1623,Azarbayjan-e Bakhtari,103,1
1624,Azarbayjan-e Khavari,103,1
1625,Bushehr,103,1
1626,Chahar Mahal-e Bakhtiari,103,1
1627,Esfahan,103,1
1628,Fars,103,1
1629,Gilan,103,1
1630,Golestan,103,1
1631,Hamadan,103,1
1632,Hormozgan,103,1
1633,Ilam,103,1
1634,Kerman,103,1
1635,Kermanshah,103,1
1636,Khorasan,103,1
1637,Khuzestan,103,1
1638,Kohgiluyeh-e Boyerahmad,103,1
1639,Kordestan,103,1
1640,Lorestan,103,1
1641,Markazi,103,1
1642,Mazandaran,103,1
1643,Ostan-e Esfahan,103,1
1644,Qazvin,103,1
1645,Qom,103,1
1646,Semnan,103,1
1647,Sistan-e Baluchestan,103,1
1648,Tehran,103,1
1649,Yazd,103,1
1650,Zanjan,103,1
1664,al-Anbar,104,1
1665,al-Basrah,104,1
1666,al-Muthanna,104,1
1667,al-Qadisiyah,104,1
1668,an-Najaf,104,1
1669,as-Sulaymaniyah,104,1
1670,at-Ta\'mim,104,1
1651,Babil,104,1
1652,Baghdad,104,1
1653,Dahuk,104,1
1654,Dhi Qar,104,1
1655,Diyala,104,1
1656,Erbil,104,1
1657,Irbil,104,1
1658,Karbala,104,1
1659,Kurdistan,104,1
1660,Maysan,104,1
1661,Ninawa,104,1
1662,Salah-ad-Din,104,1
1663,Wasit,104,1
1671,Armagh,105,1
1672,Carlow,105,1
1673,Cavan,105,1
1674,Clare,105,1
1675,Cork,105,1
1676,Donegal,105,1
1677,Dublin,105,1
1678,Galway,105,1
1679,Kerry,105,1
1680,Kildare,105,1
1681,Kilkenny,105,1
1682,Laois,105,1
1683,Leinster,105,1
1684,Leitrim,105,1
1685,Limerick,105,1
1686,Loch Garman,105,1
1687,Longford,105,1
1688,Louth,105,1
1689,Mayo,105,1
1690,Meath,105,1
1691,Monaghan,105,1
1692,Offaly,105,1
1693,Roscommon,105,1
1694,Sligo,105,1
1695,Tipperary North Riding,105,1
1696,Tipperary South Riding,105,1
1697,Ulster,105,1
1698,Waterford,105,1
1699,Westmeath,105,1
1700,Wexford,105,1
1701,Wicklow,105,1
1702,Beit Hanania,106,1
1703,Ben Gurion Airport,106,1
1704,Bethlehem,106,1
1705,Caesarea,106,1
1706,Centre,106,1
1707,Gaza,106,1
1708,Hadaron,106,1
1709,Haifa District,106,1
1710,Hamerkaz,106,1
1711,Hazafon,106,1
1712,Hebron,106,1
1713,Jaffa,106,1
1714,Jerusalem,106,1
1715,Khefa,106,1
1716,Kiryat Yam,106,1
1717,Lower Galilee,106,1
1718,Qalqilya,106,1
1719,Talme Elazar,106,1
1720,Tel Aviv,106,1
1721,Tsafon,106,1
1722,Umm El Fahem,106,1
1723,Yerushalayim,106,1
1724,Abruzzi,107,1
1725,Abruzzo,107,1
1726,Agrigento,107,1
1727,Alessandria,107,1
1728,Ancona,107,1
1729,Arezzo,107,1
1730,Ascoli Piceno,107,1
1731,Asti,107,1
1732,Avellino,107,1
1733,Bari,107,1
1734,Basilicata,107,1
1735,Belluno,107,1
1736,Benevento,107,1
1737,Bergamo,107,1
1738,Biella,107,1
1739,Bologna,107,1
1740,Bolzano,107,1
1741,Brescia,107,1
1742,Brindisi,107,1
1743,Calabria,107,1
1744,Campania,107,1
1745,Cartoceto,107,1
1746,Caserta,107,1
1747,Catania,107,1
1748,Chieti,107,1
1749,Como,107,1
1750,Cosenza,107,1
1751,Cremona,107,1
1752,Cuneo,107,1
1753,Emilia-Romagna,107,1
1754,Ferrara,107,1
1755,Firenze,107,1
1756,Florence,107,1
1757,Forli-Cesena ,107,1
1758,Friuli-Venezia Giulia,107,1
1759,Frosinone,107,1
1760,Genoa,107,1
1761,Gorizia,107,1
4029,Kosovo,107,1
1763,Lazio,107,1
1764,Lecce,107,1
1765,Lecco,107,1
1766,Lecco Province,107,1
1767,Liguria,107,1
1768,Lodi,107,1
1769,Lombardia,107,1
1770,Lombardy,107,1
1762,L\'Aquila,107,1
1771,Macerata,107,1
1772,Mantova,107,1
1773,Marche,107,1
1774,Messina,107,1
1775,Milan,107,1
1776,Modena,107,1
1777,Molise,107,1
1778,Molteno,107,1
1779,Montenegro,107,1
1780,Monza and Brianza,107,1
1781,Naples,107,1
1782,Novara,107,1
1783,Padova,107,1
1784,Parma,107,1
1785,Pavia,107,1
1786,Perugia,107,1
1787,Pesaro-Urbino,107,1
1788,Piacenza,107,1
1789,Piedmont,107,1
1790,Piemonte,107,1
1791,Pisa,107,1
1792,Pordenone,107,1
1793,Potenza,107,1
1794,Puglia,107,1
1795,Reggio Emilia,107,1
1796,Rimini,107,1
1797,Roma,107,1
1798,Salerno,107,1
1799,Sardegna,107,1
1800,Sassari,107,1
1801,Savona,107,1
1802,Sicilia,107,1
1803,Siena,107,1
1804,Sondrio,107,1
1805,South Tyrol,107,1
1806,Taranto,107,1
1807,Teramo,107,1
1808,Torino,107,1
1809,Toscana,107,1
1810,Trapani,107,1
1811,Trentino-Alto Adige,107,1
1812,Trento,107,1
1813,Treviso,107,1
1814,Udine,107,1
1815,Umbria,107,1
1816,Valle d\'Aosta,107,1
1817,Varese,107,1
1818,Veneto,107,1
1819,Venezia,107,1
1820,Verbano-Cusio-Ossola,107,1
1821,Vercelli,107,1
1822,Verona,107,1
1823,Vicenza,107,1
1824,Viterbo,107,1
1825,Buxoro Viloyati,108,1
1826,Clarendon,108,1
1827,Hanover,108,1
1828,Kingston,108,1
1829,Manchester,108,1
1830,Portland,108,1
1831,Saint Andrews,108,1
1832,Saint Ann,108,1
1833,Saint Catherine,108,1
1834,Saint Elizabeth,108,1
1835,Saint James,108,1
1836,Saint Mary,108,1
1837,Saint Thomas,108,1
1838,Trelawney,108,1
1839,Westmoreland,108,1
1840,Aichi,109,1
1841,Akita,109,1
1842,Aomori,109,1
1843,Chiba,109,1
1844,Ehime,109,1
1845,Fukui,109,1
1846,Fukuoka,109,1
1847,Fukushima,109,1
1848,Gifu,109,1
1849,Gumma,109,1
1850,Hiroshima,109,1
1851,Hokkaido,109,1
1852,Hyogo,109,1
1853,Ibaraki,109,1
1854,Ishikawa,109,1
1855,Iwate,109,1
1856,Kagawa,109,1
1857,Kagoshima,109,1
1858,Kanagawa,109,1
1859,Kanto,109,1
1860,Kochi,109,1
1861,Kumamoto,109,1
1862,Kyoto,109,1
1863,Mie,109,1
1864,Miyagi,109,1
1865,Miyazaki,109,1
1866,Nagano,109,1
1867,Nagasaki,109,1
1868,Nara,109,1
1869,Niigata,109,1
1870,Oita,109,1
1871,Okayama,109,1
1872,Okinawa,109,1
1873,Osaka,109,1
1874,Saga,109,1
1875,Saitama,109,1
1876,Shiga,109,1
1877,Shimane,109,1
1878,Shizuoka,109,1
1879,Tochigi,109,1
1880,Tokushima,109,1
1881,Tokyo,109,1
1882,Tottori,109,1
1883,Toyama,109,1
1884,Wakayama,109,1
1885,Yamagata,109,1
1886,Yamaguchi,109,1
1887,Yamanashi,109,1
1888,Grouville,110,1
1889,Saint Brelade,110,1
1890,Saint Clement,110,1
1891,Saint Helier,110,1
1892,Saint John,110,1
1893,Saint Lawrence,110,1
1894,Saint Martin,110,1
1895,Saint Mary,110,1
1896,Saint Peter,110,1
1897,Saint Saviour,110,1
1898,Trinity,110,1
1906,al-Balqa\',111,1
1907,al-Karak,111,1
1908,al-Mafraq,111,1
1905,al-\'Aqabah,111,1
1900,Amman,111,1
1909,at-Tafilah,111,1
1910,az-Zarqa\',111,1
1901,Irbid,111,1
1902,Jarash,111,1
1904,Madaba,111,1
1903,Ma\'an,111,1
1899,\'Ajlun,111,1
1911,Akmecet,112,1
1912,Akmola,112,1
1913,Aktobe,112,1
1914,Almati,112,1
1915,Atirau,112,1
1916,Batis Kazakstan,112,1
1917,Burlinsky Region,112,1
1918,Karagandi,112,1
1919,Kostanay,112,1
1920,Mankistau,112,1
1921,Ontustik Kazakstan,112,1
1922,Pavlodar,112,1
1923,Sigis Kazakstan,112,1
1924,Soltustik Kazakstan,112,1
1925,Taraz,112,1
1926,Central,113,1
1927,Coast,113,1
1928,Eastern,113,1
1929,Nairobi,113,1
1930,North Eastern,113,1
1931,Nyanza,113,1
1932,Rift Valley,113,1
1933,Western,113,1
1934,Abaiang,114,1
1935,Abemana,114,1
1936,Aranuka,114,1
1937,Arorae,114,1
1938,Banaba,114,1
1939,Beru,114,1
1940,Butaritari,114,1
1941,Kiritimati,114,1
1942,Kuria,114,1
1943,Maiana,114,1
1944,Makin,114,1
1945,Marakei,114,1
1946,Nikunau,114,1
1947,Nonouti,114,1
1948,Onotoa,114,1
1949,Phoenix Islands,114,1
1950,Tabiteuea North,114,1
1951,Tabiteuea South,114,1
1952,Tabuaeran,114,1
1953,Tamana,114,1
1954,Tarawa North,114,1
1955,Tarawa South,114,1
1956,Teraina,114,1
1957,Busan,116,1
1958,Cheju,116,1
1959,Chollabuk,116,1
1960,Chollanam,116,1
1961,Chungbuk,116,1
1962,Chungcheongbuk,116,1
1963,Chungcheongnam,116,1
1964,Chungnam,116,1
1965,Daegu,116,1
1966,Gangwon-do,116,1
1967,Goyang-si,116,1
1990,gwangyoksi,116,1
1968,Gyeonggi-do,116,1
1969,Gyeongsang ,116,1
1970,Gyeongsangnam-do,116,1
1971,Incheon,116,1
1972,Jeju-Si,116,1
1973,Jeonbuk,116,1
1974,Kangweon,116,1
1975,Kwangju,116,1
1976,Kyeonggi,116,1
1977,Kyeongsangbuk,116,1
1978,Kyeongsangnam,116,1
1979,Kyonggi-do,116,1
1980,Kyungbuk-Do,116,1
1981,Kyunggi-Do,116,1
1982,Pusan,116,1
1983,Seoul,116,1
1984,Sudogwon,116,1
1985,Taegu,116,1
1986,Taejeon,116,1
1987,Taejon-gwangyoksi,116,1
1988,Ulsan,116,1
1989,Wonju,116,1
1991,Al Asimah,117,1
1997,al-Ahmadi,117,1
1998,al-Farwaniyah,117,1
1999,al-Jahra,117,1
2000,al-Kuwayt,117,1
1992,Hawalli,117,1
1993,Mishref,117,1
1994,Qadesiya,117,1
1995,Safat,117,1
1996,Salmiya,117,1
2001,Batken,118,1
2002,Bishkek,118,1
2003,Chui,118,1
2004,Issyk-Kul,118,1
2005,Jalal-Abad,118,1
2006,Naryn,118,1
2007,Osh,118,1
2008,Talas,118,1
2009,Attopu,119,1
2010,Bokeo,119,1
2011,Bolikhamsay,119,1
2012,Champasak,119,1
2013,Houaphanh,119,1
2014,Khammouane,119,1
2015,Luang Nam Tha,119,1
2016,Luang Prabang,119,1
2017,Oudomxay,119,1
2018,Phongsaly,119,1
2019,Saravan,119,1
2020,Savannakhet,119,1
2021,Sekong,119,1
2022,Viangchan Prefecture,119,1
2023,Viangchan Province,119,1
2024,Xaignabury,119,1
2025,Xiang Khuang,119,1
2026,Aizkraukles,120,1
2027,Aluksnes,120,1
2028,Balvu,120,1
2029,Bauskas,120,1
2030,Cesu,120,1
2031,Daugavpils,120,1
2032,Daugavpils City,120,1
2033,Dobeles,120,1
2034,Gulbenes,120,1
2035,Jekabspils,120,1
2036,Jelgava,120,1
2037,Jelgavas,120,1
2038,Jurmala City,120,1
2039,Kraslavas,120,1
2040,Kuldigas,120,1
2041,Liepaja,120,1
2042,Liepajas,120,1
2043,Limbazhu,120,1
2044,Ludzas,120,1
2045,Madonas,120,1
2046,Ogres,120,1
2047,Preilu,120,1
2048,Rezekne,120,1
2049,Rezeknes,120,1
2050,Riga,120,1
2051,Rigas,120,1
2052,Saldus,120,1
2053,Talsu,120,1
2054,Tukuma,120,1
2055,Valkas,120,1
2056,Valmieras,120,1
2057,Ventspils,120,1
2058,Ventspils City,120,1
2064,al-Biqa,121,1
2065,al-Janub,121,1
2066,an-Nabatiyah,121,1
2067,ash-Shamal,121,1
2059,Beirut,121,1
2060,Jabal Lubnan,121,1
2061,Mohafazat Liban-Nord,121,1
2062,Mohafazat Mont-Liban,121,1
2063,Sidon,121,1
2068,Berea,122,1
2069,Butha-Buthe,122,1
2070,Leribe,122,1
2071,Mafeteng,122,1
2072,Maseru,122,1
2073,Mohale\'s Hoek,122,1
2074,Mokhotlong,122,1
2075,Qacha\'s Nek,122,1
2076,Quthing,122,1
2077,Thaba-Tseka,122,1
2078,Bomi,123,1
2079,Bong,123,1
2080,Grand Bassa,123,1
2081,Grand Cape Mount,123,1
2082,Grand Gedeh,123,1
2083,Loffa,123,1
2084,Margibi,123,1
2085,Maryland and Grand Kru,123,1
2086,Montserrado,123,1
2087,Nimba,123,1
2088,Rivercess,123,1
2089,Sinoe,123,1
2090,Ajdabiya,124,1
2107,al-Fatih,124,1
2108,al-Jabal al Akhdar,124,1
2109,al-Jufrah,124,1
2110,al-Khums,124,1
2111,al-Kufrah,124,1
2106,al-\'Aziziyah,124,1
2112,an-Nuqat al-Khams,124,1
2113,ash-Shati\',124,1
2114,az-Zawiyah,124,1
2091,Banghazi,124,1
2092,Darnah,124,1
2093,Ghadamis,124,1
2094,Gharyan,124,1
2095,Misratah,124,1
2096,Murzuq,124,1
2097,Sabha,124,1
2098,Sawfajjin,124,1
2099,Surt,124,1
2100,Tarabulus,124,1
2101,Tarhunah,124,1
2102,Tripolitania,124,1
2103,Tubruq,124,1
2104,Yafran,124,1
2105,Zlitan,124,1
2115,Balzers,125,1
2116,Eschen,125,1
2117,Gamprin,125,1
2118,Mauren,125,1
2119,Planken,125,1
2120,Ruggell,125,1
2121,Schaan,125,1
2122,Schellenberg,125,1
2123,Triesen,125,1
2124,Triesenberg,125,1
2125,Vaduz,125,1
2126,Alytaus,126,1
2127,Anyksciai,126,1
2128,Kauno,126,1
2129,Klaipedos,126,1
2130,Marijampoles,126,1
2131,Panevezhio,126,1
2132,Panevezys,126,1
2133,Shiauliu,126,1
2134,Taurages,126,1
2135,Telshiu,126,1
2136,Telsiai,126,1
2137,Utenos,126,1
2138,Vilniaus,126,1
2139,Capellen,127,1
2140,Clervaux,127,1
2141,Diekirch,127,1
2142,Echternach,127,1
2143,Esch-sur-Alzette,127,1
2144,Grevenmacher,127,1
2145,Luxembourg,127,1
2146,Mersch,127,1
2147,Redange,127,1
2148,Remich,127,1
2149,Vianden,127,1
2150,Wiltz,127,1
2151,Macau,128,1
2152,Berovo,129,1
2153,Bitola,129,1
2154,Brod,129,1
2155,Debar,129,1
2156,Delchevo,129,1
2157,Demir Hisar,129,1
2158,Gevgelija,129,1
2159,Gostivar,129,1
2160,Kavadarci,129,1
2161,Kichevo,129,1
2162,Kochani,129,1
2163,Kratovo,129,1
2164,Kriva Palanka,129,1
2165,Krushevo,129,1
2166,Kumanovo,129,1
2167,Negotino,129,1
2168,Ohrid,129,1
2169,Prilep,129,1
2170,Probishtip,129,1
2171,Radovish,129,1
2172,Resen,129,1
2173,Shtip,129,1
2174,Skopje,129,1
2175,Struga,129,1
2176,Strumica,129,1
2177,Sveti Nikole,129,1
2178,Tetovo,129,1
2179,Valandovo,129,1
2180,Veles,129,1
2181,Vinica,129,1
2182,Antananarivo,130,1
2183,Antsiranana,130,1
2184,Fianarantsoa,130,1
2185,Mahajanga,130,1
2186,Toamasina,130,1
2187,Toliary,130,1
2188,Balaka,131,1
2189,Blantyre City,131,1
2190,Chikwawa,131,1
2191,Chiradzulu,131,1
2192,Chitipa,131,1
2193,Dedza,131,1
2194,Dowa,131,1
2195,Karonga,131,1
2196,Kasungu,131,1
2197,Lilongwe City,131,1
2198,Machinga,131,1
2199,Mangochi,131,1
2200,Mchinji,131,1
2201,Mulanje,131,1
2202,Mwanza,131,1
2203,Mzimba,131,1
2204,Mzuzu City,131,1
2205,Nkhata Bay,131,1
2206,Nkhotakota,131,1
2207,Nsanje,131,1
2208,Ntcheu,131,1
2209,Ntchisi,131,1
2210,Phalombe,131,1
2211,Rumphi,131,1
2212,Salima,131,1
2213,Thyolo,131,1
2214,Zomba Municipality,131,1
2215,Johor,132,1
2216,Kedah,132,1
2217,Kelantan,132,1
2218,Kuala Lumpur,132,1
2219,Labuan,132,1
2220,Melaka,132,1
2221,Negeri Johor,132,1
2222,Negeri Sembilan,132,1
2223,Pahang,132,1
2224,Penang,132,1
2225,Perak,132,1
2226,Perlis,132,1
2227,Pulau Pinang,132,1
2228,Sabah,132,1
2229,Sarawak,132,1
2230,Selangor,132,1
2231,Sembilan,132,1
2232,Terengganu,132,1
2233,Alif Alif,133,1
2234,Alif Dhaal,133,1
2235,Baa,133,1
2236,Dhaal,133,1
2237,Faaf,133,1
2238,Gaaf Alif,133,1
2239,Gaaf Dhaal,133,1
2240,Ghaviyani,133,1
2241,Haa Alif,133,1
2242,Haa Dhaal,133,1
2243,Kaaf,133,1
2244,Laam,133,1
2245,Lhaviyani,133,1
2246,Male,133,1
2247,Miim,133,1
2248,Nuun,133,1
2249,Raa,133,1
2250,Shaviyani,133,1
2251,Siin,133,1
2252,Thaa,133,1
2253,Vaav,133,1
2254,Bamako,134,1
2255,Gao,134,1
2256,Kayes,134,1
2257,Kidal,134,1
2258,Koulikoro,134,1
2259,Mopti,134,1
2260,Segou,134,1
2261,Sikasso,134,1
2262,Tombouctou,134,1
2263,Gozo and Comino,135,1
2264,Inner Harbour,135,1
2265,Northern,135,1
2266,Outer Harbour,135,1
2267,South Eastern,135,1
2268,Valletta,135,1
2269,Western,135,1
2270,Castletown,136,1
2271,Douglas,136,1
2272,Laxey,136,1
2273,Onchan,136,1
2274,Peel,136,1
2275,Port Erin,136,1
2276,Port Saint Mary,136,1
2277,Ramsey,136,1
2278,Ailinlaplap,137,1
2279,Ailuk,137,1
2280,Arno,137,1
2281,Aur,137,1
2282,Bikini,137,1
2283,Ebon,137,1
2284,Enewetak,137,1
2285,Jabat,137,1
2286,Jaluit,137,1
2287,Kili,137,1
2288,Kwajalein,137,1
2289,Lae,137,1
2290,Lib,137,1
2291,Likiep,137,1
2292,Majuro,137,1
2293,Maloelap,137,1
2294,Mejit,137,1
2295,Mili,137,1
2296,Namorik,137,1
2297,Namu,137,1
2298,Rongelap,137,1
2299,Ujae,137,1
2300,Utrik,137,1
2301,Wotho,137,1
2302,Wotje,137,1
2303,Fort-de-France,138,1
2304,La Trinite,138,1
2305,Le Marin,138,1
2306,Saint-Pierre,138,1
2307,Adrar,139,1
2308,Assaba,139,1
2309,Brakna,139,1
2310,Dhakhlat Nawadibu,139,1
2311,Hudh-al-Gharbi,139,1
2312,Hudh-ash-Sharqi,139,1
2313,Inshiri,139,1
2314,Nawakshut,139,1
2315,Qidimagha,139,1
2316,Qurqul,139,1
2317,Taqant,139,1
2318,Tiris Zammur,139,1
2319,Trarza,139,1
2320,Black River,140,1
2321,Eau Coulee,140,1
2322,Flacq,140,1
2323,Floreal,140,1
2324,Grand Port,140,1
2325,Moka,140,1
2326,Pamplempousses,140,1
2327,Plaines Wilhelm,140,1
2328,Port Louis,140,1
2329,Riviere du Rempart,140,1
2330,Rodrigues,140,1
2331,Rose Hill,140,1
2332,Savanne,140,1
2333,Mayotte,141,1
2334,Pamanzi,141,1
2335,Aguascalientes,142,1
2336,Baja California,142,1
2337,Baja California Sur,142,1
2338,Campeche,142,1
2339,Chiapas,142,1
2340,Chihuahua,142,1
2341,Coahuila,142,1
2342,Colima,142,1
2343,Distrito Federal,142,1
2344,Durango,142,1
2345,Estado de Mexico,142,1
2346,Guanajuato,142,1
2347,Guerrero,142,1
2348,Hidalgo,142,1
2349,Jalisco,142,1
2350,Mexico,142,1
2351,Michoacan,142,1
2352,Morelos,142,1
2353,Nayarit,142,1
2354,Nuevo Leon,142,1
2355,Oaxaca,142,1
2356,Puebla,142,1
2357,Queretaro,142,1
2358,Quintana Roo,142,1
2359,San Luis Potosi,142,1
2360,Sinaloa,142,1
2361,Sonora,142,1
2362,Tabasco,142,1
2363,Tamaulipas,142,1
2364,Tlaxcala,142,1
2365,Veracruz,142,1
2366,Yucatan,142,1
2367,Zacatecas,142,1
2368,Chuuk,143,1
2369,Kusaie,143,1
2370,Pohnpei,143,1
2371,Yap,143,1
2372,Balti,144,1
2373,Cahul,144,1
2374,Chisinau,144,1
2375,Chisinau Oras,144,1
2376,Edinet,144,1
2377,Gagauzia,144,1
2378,Lapusna,144,1
2379,Orhei,144,1
2380,Soroca,144,1
2381,Taraclia,144,1
2382,Tighina,144,1
2383,Transnistria,144,1
2384,Ungheni,144,1
2385,Fontvieille,145,1
2386,La Condamine,145,1
2387,Monaco-Ville,145,1
2388,Monte Carlo,145,1
2389,Arhangaj,146,1
2390,Bajan-Olgij,146,1
2391,Bajanhongor,146,1
2392,Bulgan,146,1
2393,Darhan-Uul,146,1
2394,Dornod,146,1
2395,Dornogovi,146,1
2396,Dundgovi,146,1
2397,Govi-Altaj,146,1
2398,Govisumber,146,1
2399,Hentij,146,1
2400,Hovd,146,1
2401,Hovsgol,146,1
2402,Omnogovi,146,1
2403,Orhon,146,1
2404,Ovorhangaj,146,1
2405,Selenge,146,1
2406,Suhbaatar,146,1
2407,Tov,146,1
2408,Ulaanbaatar,146,1
2409,Uvs,146,1
2410,Zavhan,146,1
2411,Montserrat,148,1
2412,Agadir,149,1
2413,Casablanca,149,1
2414,Chaouia-Ouardigha,149,1
2415,Doukkala-Abda,149,1
2416,Fes-Boulemane,149,1
2417,Gharb-Chrarda-Beni Hssen,149,1
2418,Guelmim,149,1
2419,Kenitra,149,1
2420,Marrakech-Tensift-Al Haouz,149,1
2421,Meknes-Tafilalet,149,1
2422,Oriental,149,1
2423,Oujda,149,1
2424,Province de Tanger,149,1
2425,Rabat-Sale-Zammour-Zaer,149,1
2426,Sala Al Jadida,149,1
2427,Settat,149,1
2428,Souss Massa-Draa,149,1
2429,Tadla-Azilal,149,1
2430,Tangier-Tetouan,149,1
2431,Taza-Al Hoceima-Taounate,149,1
2432,Wilaya de Casablanca,149,1
2433,Wilaya de Rabat-Sale,149,1
2434,Cabo Delgado,150,1
2435,Gaza,150,1
2436,Inhambane,150,1
2437,Manica,150,1
2438,Maputo,150,1
2439,Maputo Provincia,150,1
2440,Nampula,150,1
2441,Niassa,150,1
2442,Sofala,150,1
2443,Tete,150,1
2444,Zambezia,150,1
2445,Ayeyarwady,151,1
2446,Bago,151,1
2447,Chin,151,1
2448,Kachin,151,1
2449,Kayah,151,1
2450,Kayin,151,1
2451,Magway,151,1
2452,Mandalay,151,1
2453,Mon,151,1
2454,Nay Pyi Taw,151,1
2455,Rakhine,151,1
2456,Sagaing,151,1
2457,Shan,151,1
2458,Tanintharyi,151,1
2459,Yangon,151,1
2460,Caprivi,152,1
2461,Erongo,152,1
2462,Hardap,152,1
2463,Karas,152,1
2464,Kavango,152,1
2465,Khomas,152,1
2466,Kunene,152,1
2467,Ohangwena,152,1
2468,Omaheke,152,1
2469,Omusati,152,1
2470,Oshana,152,1
2471,Oshikoto,152,1
2472,Otjozondjupa,152,1
2473,Yaren,153,1
2474,Bagmati,154,1
2475,Bheri,154,1
2476,Dhawalagiri,154,1
2477,Gandaki,154,1
2478,Janakpur,154,1
2479,Karnali,154,1
2480,Koshi,154,1
2481,Lumbini,154,1
2482,Mahakali,154,1
2483,Mechi,154,1
2484,Narayani,154,1
2485,Rapti,154,1
2486,Sagarmatha,154,1
2487,Seti,154,1
2488,Bonaire,155,1
2489,Curacao,155,1
2490,Saba,155,1
2491,Sint Eustatius,155,1
2492,Sint Maarten,155,1
2493,Amsterdam,156,1
2494,Benelux,156,1
2495,Drenthe,156,1
2496,Flevoland,156,1
2497,Friesland,156,1
2498,Gelderland,156,1
2499,Groningen,156,1
2500,Limburg,156,1
2501,Noord-Brabant,156,1
2502,Noord-Holland,156,1
2503,Overijssel,156,1
2504,South Holland,156,1
2505,Utrecht,156,1
2506,Zeeland,156,1
2507,Zuid-Holland,156,1
2508,Iles,157,1
2509,Nord,157,1
2510,Sud,157,1
2511,Area Outside Region,158,1
2512,Auckland,158,1
2513,Bay of Plenty,158,1
2514,Canterbury,158,1
2515,Christchurch,158,1
2516,Gisborne,158,1
2517,Hawke\'s Bay,158,1
2518,Manawatu-Wanganui,158,1
2519,Marlborough,158,1
2520,Nelson,158,1
2521,Northland,158,1
2522,Otago,158,1
2523,Rodney,158,1
2524,Southland,158,1
2525,Taranaki,158,1
2526,Tasman,158,1
2527,Waikato,158,1
2528,Wellington,158,1
2529,West Coast,158,1
2530,Atlantico Norte,159,1
2531,Atlantico Sur,159,1
2532,Boaco,159,1
2533,Carazo,159,1
2534,Chinandega,159,1
2535,Chontales,159,1
2536,Esteli,159,1
2537,Granada,159,1
2538,Jinotega,159,1
2539,Leon,159,1
2540,Madriz,159,1
2541,Managua,159,1
2542,Masaya,159,1
2543,Matagalpa,159,1
2544,Nueva Segovia,159,1
2545,Rio San Juan,159,1
2546,Rivas,159,1
2547,Agadez,160,1
2548,Diffa,160,1
2549,Dosso,160,1
2550,Maradi,160,1
2551,Niamey,160,1
2552,Tahoua,160,1
2553,Tillabery,160,1
2554,Zinder,160,1
2555,Abia,161,1
2556,Abuja Federal Capital Territor,161,1
2557,Adamawa,161,1
2558,Akwa Ibom,161,1
2559,Anambra,161,1
2560,Bauchi,161,1
2561,Bayelsa,161,1
2562,Benue,161,1
2563,Borno,161,1
2564,Cross River,161,1
2565,Delta,161,1
2566,Ebonyi,161,1
2567,Edo,161,1
2568,Ekiti,161,1
2569,Enugu,161,1
2570,Gombe,161,1
2571,Imo,161,1
2572,Jigawa,161,1
2573,Kaduna,161,1
2574,Kano,161,1
2575,Katsina,161,1
2576,Kebbi,161,1
2577,Kogi,161,1
2578,Kwara,161,1
2579,Lagos,161,1
2580,Nassarawa,161,1
2581,Niger,161,1
2582,Ogun,161,1
2583,Ondo,161,1
2584,Osun,161,1
2585,Oyo,161,1
2586,Plateau,161,1
2587,Rivers,161,1
2588,Sokoto,161,1
2589,Taraba,161,1
2590,Yobe,161,1
2591,Zamfara,161,1
2592,Niue,162,1
2593,Norfolk Island,163,1
2594,Northern Islands,164,1
2595,Rota,164,1
2596,Saipan,164,1
2597,Tinian,164,1
2598,Akershus,165,1
2599,Aust Agder,165,1
2620,ÃÂÃÂÃÂÃÂstfold,165,1
2600,Bergen,165,1
2601,Buskerud,165,1
2602,Finnmark,165,1
2603,Hedmark,165,1
2604,Hordaland,165,1
